name RNA_exp_1 RNA_exp_2 RNA_exp_average DNA_sum_1 DNA_sum_2 DNA_sum_total num_mapped_barcodes num_integrated_barcodes var_start var_end gene_strand
TSS_8143_storz,2112122,- 0.606070667954464 0.806361093906969 0.706215880930716 27.6041605310222 24.6485780338035 52.2527385648257 83 53 2112122 2112242 -
TSS_1042_storz,237636,- 1.00618148388979 0.93485789141077 0.97051968765028 24.7588853949132 28.1147843198071 52.8736697147203 80 49 237636 237756 -
TSS_9035_storz,2400084,+ 0.675075532201572 0.694364418338748 0.68471997527016 40.8821111661974 39.2194822360779 80.1015934022753 141 73 2399964 2400084 +
TSS_606_storz,145592,- 0.719782036069919 0.813304287911242 0.76654316199058 28.5026684687408 27.7938392933253 56.2965077620661 101 57 145592 145712 -
TSS_9599_storz,2536726,+ 0.653735826775502 0.526106542170143 0.589921184472822 23.9102945648456 24.5843890285071 48.4946835933527 79 45 2536606 2536726 +
TSS_12448_storz,3287314,- 0.56021159123916 0.708685204783569 0.634448398011364 42.1799559651243 39.3478602466706 81.527816211795 156 84 3287314 3287434 -
TSS_8907_storz,2354008,- 0.626257602643181 0.5759773117734 0.601117457208291 22.9119524118249 21.6316947848744 44.5436471966993 107 55 2354008 2354128 -
TSS_15169_regulondb,3915759,- 0.714543169883294 0.780172824442435 0.747357997162865 50.416278727545 44.8681147021579 95.2843934297029 168 99 3915759 3915879 -
TSS_11300_storz,2995164,+ 0.773182827437442 0.703882990741416 0.738532909089429 146.806213601693 153.154966637123 299.961180238816 472 260 NA NA NA
TSS_1172_regulondb,274343,+ 0.701521572425702 0.761518148154477 0.731519860290089 44.4761429170719 43.0066335485634 87.4827764656353 180 95 274223 274343 +
TSS_8548_wanner,2247989,- 0.664204491488601 0.611062670975197 0.637633581231899 48.1700088832485 50.0032351258669 98.1732440091154 185 99 2247989 2248109 -
TSS_4368_storz,1132318,- 0.778844561401599 0.640088186171113 0.709466373786356 25.0084709331684 24.8411450496926 49.8496159828609 77 46 1132318 1132438 -
TSS_9965_storz,2648150,- 0.797242244603393 0.683562663254703 0.740402453929048 48.0202575602954 47.5640529246051 95.5843104849005 168 99 2648150 2648270 -
TSS_3934_storz,1012405,+ 0.776445959726534 0.691330576131305 0.73388826792892 25.5575591173298 23.4289869331726 48.9865460505023 106 58 1012285 1012405 +
TSS_10033_storz,2661727,- 0.777846034927269 0.601747892794514 0.689796963860891 20.0167601680649 21.8884508060599 41.9052109741248 92 46 2661727 2661847 -
TSS_13796_storz,3559176,- 0.714770165826113 0.685057826352149 0.699913996089131 90.5496332789769 85.3071880388667 175.856821317844 365 178 3559176 3559296 -
TSS_15900_regulondb,4077585,+ 0.932990581639906 0.819667982136467 0.876329281888186 25.4577249020277 27.216138245658 52.6738631476857 92 54 4077465 4077585 +
TSS_6300_storz,1644332,- 0.893709445808861 0.88434340765357 0.889026426731216 41.8804533192181 46.0235167974924 87.9039701167105 127 74 1644332 1644452 -
TSS_14929_regulondb,3851465,+ 0.743884889747337 0.658144905340276 0.701014897543806 35.5409806475367 36.7803000348161 72.3212806823528 133 64 3851345 3851465 +
TSS_15332_storz,3947740,- 0.580236381106882 0.641621176136192 0.610928778621537 35.0418095710264 31.9019356322925 66.9437452033189 110 57 3947740 3947860 -
TSS_3083_storz,796367,- 0.689336649380679 0.627319596009646 0.658328122695162 53.4113051866071 56.9356476978742 110.346952884481 196 100 796367 796487 -
neg_control_1578059:1578209 0.633302463389456 0.712170541856275 0.672736502622865 30.9486067436415 27.4087052615471 58.3573120051886 105 53 1578059 1578209 +
TSS_11137_storz,2947507,- 0.773244539457444 0.638211595006966 0.705728067232205 32.2963686502194 29.6553204469198 61.9516890971393 125 66 2947507 2947627 -
TSS_13956_storz,3599539,+ 0.699735081098799 0.681865412415582 0.690800246757191 11.4310176520869 11.7465879692345 23.1776056213214 72 29 3599419 3599539 +
TSS_5485_storz,1400608,+ 0.671038524847373 0.646008617787145 0.658523571317259 54.9587355237892 53.0843073800924 108.043042903882 202 117 1400488 1400608 +
TSS_9862_storz,2624229,- 0.744557142383919 0.674007533719898 0.709282338051909 66.5894216064803 72.5335759848904 139.122997591371 217 125 2624229 2624349 -
TSS_2167_storz,566190,- 0.692486242768759 0.692580379485956 0.692533311127358 117.005700334025 114.19224042223 231.197940756255 441 235 NA NA NA
TSS_11874_storz,3142093,- 0.812238686112257 0.75069758467566 0.781468135393958 44.1267231635147 36.9086780454088 81.0354012089235 159 80 3142093 3142213 -
TSS_9190_wanner,2430039,- 0.748703937941613 0.621185164782602 0.684944551362108 25.6074762249808 27.7938392933253 53.4013155183061 130 63 2430039 2430159 -
TSS_12051_storz,3180191,- 0.71483637260195 0.695914692020737 0.705375532311343 74.2267390770886 82.8680058376049 157.094744914693 321 164 3180191 3180311 -
TSS_8379_storz,2199365,- 0.775474330627134 0.665500642517608 0.720487486572371 41.730701996265 43.3275785750452 85.0582805713102 205 104 2199365 2199485 -
TSS_9469_storz,2511553,+ 0.650001154382636 0.64975997825564 0.649880566319138 32.5958712961257 32.4154476746634 65.0113189707891 116 70 2511433 2511553 +
TSS_8679_storz,2284514,- 0.665519950227296 0.699391878942116 0.682455914584706 39.6341834749215 38.5134031778179 78.1475866527395 122 69 2284514 2284634 -
TSS_9293_wanner,2458846,- 0.757291946396689 0.643795535879389 0.700543741138039 40.233188766734 38.705970193707 78.939158960441 105 71 2458846 2458966 -
TSS_2534_storz,660271,+ 0.748397815421005 0.749886617585096 0.74914221650305 49.7673563280816 50.0032351258669 99.7705914539485 189 95 660151 660271 +
TSS_8192_regulondb,2138816,- 0.682169799409443 0.660890869901922 0.671530334655682 25.956895978538 25.2262790814707 51.1831750600088 77 44 2138816 2138936 -
TSS_1851_storz,465290,+ 0.713533928117923 0.625355847616931 0.669444887867427 50.316444512243 58.3478058143941 108.664250326637 234 124 465170 465290 +
TSS_17690_storz,4519200,+ 0.801573407359583 0.705720463630722 0.753646935495153 38.0867531377395 37.999891135447 76.0866442731865 121 78 4519080 4519200 +
TSS_9025_regulondb,2394612,- 0.914299342259477 0.827576703389145 0.870938022824311 49.2182681439202 55.2025445548724 104.420812698793 207 103 2394612 2394732 -
TSS_1458_storz,364757,+ 0.58894863908146 0.68622751438053 0.637588076730995 37.7373333841822 38.1282691460397 75.865602530222 140 73 364637 364757 +
TSS_2981_storz,775684,+ 0.74550121314772 0.721607665497894 0.733554439322807 33.7439647720995 36.587733018927 70.3316977910265 142 78 775564 775684 +
TSS_2108_storz,543795,- 0.79164470483966 0.677165686459539 0.734405195649599 44.4262258094209 48.0133759616797 92.4396017711006 186 100 543795 543915 -
TSS_10400_storz,2749107,- 0.641710073375503 0.682869675964299 0.662289874669901 32.4461199731726 32.9289597170343 65.3750796902069 122 65 2749107 2749227 -
TSS_7323_storz_wanner,1913606,- 1.69498819513293 2.00936184335027 1.8521750192416 46.073490361905 42.8140665326743 88.8875568945793 187 96 1913606 1913726 -
neg_control_2165897:2166047 0.776561461572178 0.627953956863955 0.702257709218066 39.2348466137133 45.4458157498252 84.6806623635384 164 89 2165897 2166047 +
TSS_17059_regulondb,4368920,+ 0.617742839182231 0.675301478129398 0.646522158655814 34.7922240327712 29.7836984575125 64.5759224902837 107 67 4368800 4368920 +
TSS_4518_storz,1166332,- 0.766148662595053 0.652961793652777 0.709555228123915 41.680784888614 47.884997951087 89.5657828397009 153 89 1166332 1166452 -
TSS_472_regulondb,110296,+ 0.818293923011195 0.632527591306287 0.725410757158741 28.802171114647 29.0776193992525 57.8797905138996 105 62 110176 110296 +
TSS_1217_storz,289701,- 0.663285059940604 0.675086042718479 0.669185551329542 42.5293757186816 43.3275785750452 85.8569542937267 115 71 289701 289821 -
TSS_3475_storz,911163,- 0.675380999521249 0.748756115226177 0.712068557373713 61.7474621643299 61.1721220474341 122.919584211764 237 134 911163 911283 -
TSS_874_regulondb,202585,+ 0.748171497444035 0.897643761942821 0.822907629693428 20.5658483522263 20.0269696524653 40.5928180046916 102 53 202465 202585 +
TSS_5346_storz,1352573,- 0.659169438356557 0.789215505549728 0.724192471953142 17.9701587543725 16.6891413770544 34.6593001314269 49 30 1352573 1352693 -
TSS_15170_regulondb,3915788,- 0.792496435253709 0.675030484653899 0.733763459953804 24.8088025025642 26.8951932191762 51.7039957217404 117 61 3915788 3915908 -
TSS_15936_storz,4086270,- 0.628704092057065 0.618913739638968 0.623808915848016 51.764040634123 51.0944482159051 102.858488850028 178 100 4086270 4086390 -
TSS_11704_storz,3094051,- 0.946684619588614 0.712453526935942 0.829569073262278 31.7971975737091 37.8073241195579 69.604521693267 132 76 3094051 3094171 -
TSS_14712_storz,3794557,+ 0.827459513279608 0.622794718933591 0.725127116106599 10.1830899608111 12.0033439904199 22.186433951231 62 26 3794437 3794557 +
TSS_12773_storz,3347093,- 0.686185937841626 0.669442537663239 0.677814237752433 49.1184339286181 52.3782283218324 101.496662250451 177 96 3347093 3347213 -
TSS_4001_storz,1026388,- 0.767214840715129 0.704541278500576 0.735878059607852 16.8719823860497 18.3580555147599 35.2300379008096 52 29 1026388 1026508 -
TSS_14226_storz_regulondb,3666802,- 0.781900893904386 0.82518511304127 0.803543003472828 20.6157654598773 23.9424989755435 44.5582644354208 94 51 3666802 3666922 -
TSS_13777_storz,3554949,- 0.645242850975869 0.650499331405601 0.647871091190735 35.3912293245836 35.7532759500743 71.1445052746579 168 79 3554949 3555069 -
TSS_9174_storz,2427033,- 0.675746675401784 0.750773033986075 0.713259854693929 55.2083210620444 49.2329670623106 104.441288124355 182 98 2427033 2427153 -
TSS_1496_storz,379669,- 0.755820717370077 0.611427521118675 0.683624119244376 22.8620353041739 24.8411450496926 47.7031803538665 77 49 379669 379789 -
TSS_14600_storz,3768753,- 0.654792636214752 0.661399962748567 0.65809629948166 35.3413122169326 35.881653960667 71.2229661775996 139 69 3768753 3768873 -
TSS_11574_storz_wanner_regulondb,3067893,- 1.09985301765116 0.994743486742235 1.0472982521967 41.5809506733119 41.2735304055615 82.8544810788734 147 83 3067893 3068013 -
TSS_12383_storz,3265534,- 0.895294722199597 0.777591138744119 0.836442930471858 16.5724797401435 16.1756293346835 32.748109074827 68 37 3265534 3265654 -
TSS_9621_storz,2545388,+ 0.649045438987731 0.768048337830732 0.708546888409232 48.918765498014 44.8039256968615 93.7226911948755 160 100 2545268 2545388 +
TSS_10299_storz_regulondb,2732315,- 1.11905535685749 1.02967738300641 1.07436636993195 29.9003474829698 32.0945026481816 61.9948501311514 123 62 2732315 2732435 -
TSS_1525_storz,387967,- 0.785004485778339 0.803553824100833 0.794279154939586 26.0567301938401 27.0235712297689 53.080301423609 104 53 387967 388087 -
TSS_7866_storz,2053180,- 0.667094347859736 0.759172562157876 0.713133455008806 52.2632117106333 53.5336304171669 105.7968421278 177 103 2053180 2053300 -
TSS_284_storz,66113,+ 0.662497687303407 0.658822833818827 0.660660260561117 73.1784798164169 72.8545210113722 146.033000827789 239 138 65993 66113 +
TSS_930_storz,215605,+ 0.754681363029048 0.795406569146612 0.77504396608783 21.7638589358511 18.8715675571308 40.6354264929819 109 53 215485 215605 +
TSS_8283_storz,2170393,- 0.728609562575153 0.785579825737045 0.757094694156099 36.7889083388126 36.7803000348161 73.5692083736287 152 75 2170393 2170513 -
TSS_1699_storz,429020,+ 0.635246506537586 0.71814651642102 0.676696511479303 47.7706720220402 43.4559565856379 91.2266286076781 163 93 428900 429020 +
neg_control_4107304:4107454 0.670201908191733 0.617233020327962 0.643717464259847 36.9885767694167 38.4492141725216 75.4377909419383 144 78 4107304 4107454 +
TSS_3537_storz,923867,- 0.728857252437915 0.652604552554773 0.690730902496344 45.8239048236498 45.6383827657142 91.4622875893641 131 73 923867 923987 -
TSS_48_regulondb,8638,+ 0.798328099095274 0.687799837240783 0.743063968168028 22.5625326582677 24.5843890285071 47.1469216867748 94 49 8518 8638 +
TSS_9461_storz,2510716,+ 0.696317291782638 0.800839042517615 0.748578167150126 55.8572434615078 52.3782283218324 108.23547178334 160 101 2510596 2510716 +
TSS_12227_storz,3223291,- 0.683393140239454 0.616746731988883 0.650069936114168 33.5942134491463 36.4593550083343 70.0535684574807 138 72 3223291 3223411 -
TSS_11050_regulondb,2928895,+ 0.676440678477736 0.657037113596702 0.666738896037219 52.2632117106333 58.6045618355796 110.867773546213 192 97 2928775 2928895 +
TSS_14479_regulondb,3729092,+ 0.674436178632009 0.710721691046361 0.692578934839185 14.5757954341021 16.1114403293872 30.6872357634893 51 25 3728972 3729092 +
TSS_12542_regulondb,3307062,- 0.75721967881902 0.780440568302904 0.768830123560962 49.2681852515712 46.6012178451597 95.8694030967309 193 105 3307062 3307182 -
TSS_10830_storz,2874129,+ 0.729628678376222 0.758125367405776 0.743877022890999 48.3696773138526 48.9120220358288 97.2816993496814 185 94 2874009 2874129 +
TSS_14732_storz,3800399,- 4.05981429325371 3.70096036327132 3.88038732826252 30.199850128876 31.7735576216998 61.9734077505758 94 61 3800399 3800519 -
TSS_11962_storz,3162215,- 0.696047442132965 0.636480684055765 0.666264063094365 35.7905661857919 39.9897502996343 75.7803164854261 113 69 3162215 3162335 -
TSS_15167_regulondb,3915420,- 0.669716395363428 0.709411671529041 0.689564033446235 22.0633615817573 22.9154748908017 44.978836472559 115 59 3915420 3915540 -
TSS_8997_regulondb,2386595,+ 1.76607259591065 1.71606417007807 1.74106838299436 35.0917266786774 33.570849769998 68.6625764486753 94 59 2386475 2386595 +
TSS_15278_storz,3935569,+ 0.708975188480062 0.787629554636545 0.748302371558304 27.9036631769284 25.6114131132489 53.5150762901773 118 63 3935449 3935569 +
TSS_16854_storz,4317238,+ 0.73554074557927 0.694342564424471 0.71494165500187 37.6874162765312 39.9897502996343 77.6771665761655 162 80 4317118 4317238 +
TSS_10965_storz,2908668,- 0.571900125844891 0.630161360883982 0.601030743364436 56.9055027221795 56.6788916766887 113.584394398868 198 107 2908668 2908788 -
TSS_5345_regulondb,1351767,- 0.744185235719392 0.684193320403345 0.714189278061368 71.3814639409796 68.9389916882941 140.320455629274 255 143 1351767 1351887 -
TSS_10744_storz,2851711,+ 0.763588708079617 0.702858028121895 0.733223368100756 25.1083051484704 24.6485780338035 49.7568831822739 91 48 2851591 2851711 +
TSS_4684_regulondb,1209418,+ 0.671466168183533 0.694452463532484 0.682959315858008 37.7373333841822 36.3951660030379 74.1324993872202 144 79 1209298 1209418 +
TSS_6158_storz,1609511,+ 0.671192354361474 0.648863126454668 0.660027740408071 29.2015079758553 32.0945026481816 61.2960106240369 134 69 1609391 1609511 +
TSS_8273_storz,2166725,- 0.80597217868819 0.776908741957156 0.791440460322673 36.4394885852553 38.6417811884106 75.081269773666 131 72 2166725 2166845 -
TSS_16487_wanner,4205592,- 0.912616885885739 0.802757478630946 0.857687182258343 41.4811164580098 44.4187916650833 85.8999081230932 114 76 4205592 4205712 -
TSS_17104_regulondb,4378425,- 0.767441024335623 0.676188787874331 0.721814906104977 20.7655167828304 21.7600727954671 42.5255895782976 67 41 4378425 4378545 -
TSS_6912_storz,1803160,+ 0.993276015940739 0.932671212175884 0.962973614058311 13.2779506351752 14.1857701704963 27.4637208056715 47 28 1803040 1803160 +
TSS_12415_storz,3275367,+ 0.726880605910056 0.754603125057102 0.740741865483579 34.6923898174691 36.0100319712598 70.7024217887289 116 68 3275247 3275367 +
TSS_13151_storz,3431218,- 0.611600509815362 0.640094572237301 0.625847541026332 49.4179365745243 48.0133759616797 97.431312536204 175 95 3431218 3431338 -
TSS_17564_regulondb,4489205,- 0.746940678654056 0.584705037355726 0.665822858004891 17.8204074314194 20.0911586577617 37.9115660891811 75 33 4489205 4489325 -
TSS_16734_storz,4272690,- 0.748747290804262 0.820159242539306 0.784453266671784 8.23632276242073 9.11483875208357 17.3511615145043 45 23 4272690 4272810 -
TSS_13190_regulondb,3438692,- 0.826268238426052 0.725225059153804 0.775746648789928 30.149933021225 29.2059974098453 59.3559304310702 99 62 3438692 3438812 -
TSS_2945_storz,769953,+ 0.884329033451546 0.771021796541268 0.827675414996407 33.6940476644484 38.705970193707 72.4000178581554 145 78 769833 769953 +
TSS_8864_storz,2339299,- 0.670158005435982 0.653838252436203 0.661998128936093 46.9220811919726 47.8208089457906 94.7428901377632 173 98 2339299 2339419 -
TSS_5138_storz,1305655,- 0.834909687786094 0.716012037137489 0.775460862461792 36.6391570158595 41.0167743843761 77.6559314002355 151 84 1305655 1305775 -
TSS_183_storz,40935,- 0.846361404923507 0.679297982010783 0.762829693467145 59.9504462888927 61.7498230951014 121.700269383994 258 126 40935 41055 -
TSS_8735_storz,2302323,+ 0.762514921328244 0.797121880704424 0.779818401016334 38.4361728912967 40.118128310227 78.5543012015237 136 79 2302203 2302323 +
TSS_13849_storz,3569971,- 0.697929806429459 0.733148180118749 0.715538993274104 25.1083051484704 26.3816811768053 51.4899863252757 111 54 3569971 3570091 -
TSS_18119_storz,4638434,+ 0.703062224547178 0.85061823891982 0.776840231733499 38.3862557836457 37.0370560560016 75.4233118396473 111 63 4638314 4638434 +
TSS_16594_storz,4233442,+ 0.685366067487749 0.622028535854517 0.653697301671133 32.6957055114277 33.9559838017761 66.6516893132039 118 63 4233322 4233442 +
TSS_9011_regulondb,2389739,- 0.809367763276946 0.725054758564593 0.76721126092077 43.3779665487491 42.8782555379706 86.2562220867198 164 80 2389739 2389859 -
TSS_8673_storz,2283724,+ 0.806811893160523 0.674138036105206 0.740474964632865 65.8406649917148 67.5910225770704 133.431687568785 290 146 2283604 2283724 +
TSS_7311_storz,1908752,+ 0.77037456533204 0.746657954333941 0.758516259832991 42.8787954722388 44.4187916650833 87.2975871373221 148 82 1908632 1908752 +
TSS_4987_storz,1286511,- 0.662764001627458 0.642415235888453 0.652589618757955 38.785592644854 39.9897502996343 78.7753429444882 141 82 1286511 1286631 -
TSS_16172_storz,4147013,+ 0.782046553534398 0.596726576544364 0.689386565039381 33.4943792338443 33.5066607647016 67.0010399985459 109 62 4146893 4147013 +
TSS_17853_storz,4566777,- 0.862643143320842 0.734200866449686 0.798422004885264 18.1199100773256 18.1012994935744 36.2212095709 74 41 4566777 4566897 -
TSS_5275_storz,1333340,- 1.15505124853701 1.12272643676569 1.13888884265135 34.9419753557243 35.881653960667 70.8236293163913 132 69 1333340 1333460 -
TSS_7944_regulondb,2069527,+ 0.686749910832373 0.66123461275788 0.673992261795126 26.4061499473974 25.0337120655816 51.439862012979 105 57 2069407 2069527 +
TSS_6893_regulondb,1799194,- 0.753891240670365 0.629281639430204 0.691586440050284 36.6890741235105 37.8073241195579 74.4963982430684 144 75 1799194 1799314 -
TSS_12011_storz,3172345,- 0.631737873732143 0.625435823700485 0.628586848716314 53.0618854330499 51.4153932423869 104.477278675437 198 116 3172345 3172465 -
TSS_2720_regulondb,703051,+ 2.65272510281362 2.41279994852163 2.53276252566763 4.14311993503588 4.94255340781997 9.08567334285584 11 7 702931 703051 +
TSS_9786_storz,2598701,+ 0.601667322881006 0.598571946708859 0.600119634794933 21.514273397596 21.3107497583926 42.8250231559885 96 50 2598581 2598701 +
TSS_9398_storz,2486929,- 0.759122240826103 0.74353802823308 0.751330134529592 19.8670088451118 17.3952204353144 37.2622292804262 79 44 2486929 2487049 -
